Date,Ticker,Action,Price,Shares,Value
2012-01-09,255,BUY,387.09749999999997,30,11612.925
2012-01-09,446,BUY,208.66750000000002,39,8138.032500000001
2012-01-09,541,BUY,181.9375,1,181.9375
2012-01-09,598,BUY,97.44,129,12569.76
2012-01-09,866,BUY,592.35,29,17178.15
2012-01-09,869,SELL,2393.087499999999,7,16751.612499999996
2012-01-09,1129,BUY,48.695,195,9495.525
2012-01-09,2642,BUY,27.165,323,8774.295
2012-01-09,3196,SELL,33.955,170,5772.349999999999
2012-01-09,3897,BUY,442.5,28,12390.0
2012-01-09,4177,BUY,1581.1125000000002,4,6324.450000000001
2012-01-09,4301,BUY,210.2125,106,22282.525
2012-01-09,12521,BUY,2400.4875,8,19203.9
2012-01-09,13504,BUY,27.287500000000005,192,5239.200000000001
2012-01-09,20703,BUY,38.2225,73,2790.2425
2012-01-09,21361,SELL,1032.175,6,6193.049999999999
2012-01-09,24057,BUY,308.575,23,7097.224999999999
2012-01-09,25386,BUY,154.185,51,7863.435
2012-01-09,28293,BUY,359.2525,7,2514.7675
2012-01-09,38564,SELL,4.4825,4258,19086.485
2012-01-16,60,BUY,296.67,6,1780.02
2012-01-16,103,BUY,138.7625,173,24005.9125
2012-01-16,151,BUY,153.13750000000002,68,10413.35
2012-01-16,175,BUY,198.8675,114,22670.895
2012-01-16,226,SELL,78.31,2129,166721.99
2012-01-16,255,BUY,381.9925,50,19099.625
2012-01-16,446,BUY,222.2075,13,2888.6975
2012-01-16,541,BUY,180.7125,123,22227.6375
2012-01-16,598,BUY,100.41,112,11245.92
2012-01-16,866,BUY,599.05,40,23962.0
2012-01-16,869,SELL,2756.600000000001,14,38592.40000000001
2012-01-16,1129,BUY,51.945,99,5142.555
2012-01-16,2642,BUY,28.3325,446,12636.295
2012-01-16,3196,SELL,33.010000000000005,4708,155411.08000000002
2012-01-16,3897,BUY,442.0375,44,19449.65
2012-01-16,4177,BUY,1622.3625,9,14601.262499999999
2012-01-16,4301,BUY,189.5875,134,25404.725000000002
2012-01-16,12521,BUY,2461.8,5,12309.0
2012-01-16,13504,BUY,27.6275,561,15499.0275
2012-01-16,20703,BUY,33.5775,904,30354.06
2012-01-16,21361,BUY,1039.9375,18,18718.875
2012-01-16,24057,BUY,303.0625,69,20911.3125
2012-01-16,25386,BUY,156.405,91,14232.855
2012-01-16,28293,BUY,346.0875,66,22841.774999999998
2012-01-16,38564,BUY,4.390000000000001,3697,16229.830000000002
2012-01-18,121,BUY,86.53880410000001,474,41019.393143400004
2012-01-18,151,BUY,158.824512,259,41135.548608
2012-01-18,598,BUY,113.65127129999998,303,34436.335203899995
2012-01-18,1129,BUY,54.04695870000001,742,40102.84335540001
2012-01-18,3265,BUY,933.4825465,45,42006.7145925
2012-01-18,4248,BUY,247.46142400000002,186,46027.824864
2012-01-18,4939,BUY,11.518286499999999,3893,44840.689344499995
2012-01-18,12521,BUY,2553.4374215000003,19,48515.31100850001
2012-01-18,15631,BUY,98.738913,448,44235.033024
2012-01-18,35607,BUY,101.471216,371,37645.821136
2012-01-19,21361,SELL,1003.8125,15,15057.1875
2012-01-23,60,SELL,295.37,9,2658.33
2012-01-23,103,SELL,140.35,36,5052.599999999999
2012-01-23,151,SELL,164.82750000000001,139,22911.022500000003
2012-01-23,175,SELL,206.8025,42,8685.705
2012-01-23,255,SELL,388.09250000000003,14,5433.295
2012-01-23,446,SELL,235.30249999999998,36,8470.89
2012-01-23,541,BUY,181.48749999999998,28,5081.65
2012-01-23,598,SELL,110.535,348,38466.18
2012-01-23,866,BUY,603.7875,12,7245.450000000001
2012-01-23,869,SELL,2818.3,2,5636.6
2012-01-23,1129,SELL,57.4275,405,23258.1375
2012-01-23,2642,SELL,28.1,31,871.1
2012-01-23,3265,BUY,892.4375,194,173132.875
2012-01-23,3897,SELL,421.75,1,421.75
2012-01-23,4177,SELL,1680.1875,7,11761.3125
2012-01-23,4301,SELL,198.9475,57,11340.0075
2012-01-23,12521,SELL,2517.0375,3,7551.112499999999
2012-01-23,13504,SELL,28.5325,315,8987.7375
2012-01-23,20703,SELL,31.884999999999998,35,1115.975
2012-01-23,21361,SELL,1041.0749999999998,13,13533.974999999999
2012-01-23,24057,SELL,304.3125,7,2130.1875
2012-01-23,25386,SELL,164.65,88,14489.2
2012-01-23,28293,SELL,358.4875,28,10037.65
2012-01-23,38564,SELL,5.1625,5438,28073.675
2012-01-25,55,BUY,90.7124596,583,52885.363946800004
2012-01-25,28069,BUY,1376.253501,40,55050.14004
2012-01-30,25386,SELL,155.72,25,3893.0
2012-01-31,60,SELL,334.595,61,20410.295000000002
2012-01-31,103,SELL,143.8375,22,3164.425
2012-01-31,151,BUY,164.7875,14,2307.025
2012-01-31,175,SELL,211.945,23,4874.735
2012-01-31,255,BUY,374.115,59,22072.785
2012-01-31,446,BUY,235.43249999999998,5,1177.1625
2012-01-31,541,BUY,174.2,49,8535.8
2012-01-31,598,BUY,109.27,23,2513.21
2012-01-31,866,BUY,602.0125,9,5418.1125
2012-01-31,1129,BUY,56.7025,36,2041.29
2012-01-31,2642,SELL,29.755,255,7587.525
2012-01-31,3265,BUY,903.1624999999999,8,7225.299999999999
2012-01-31,3897,BUY,384.26250000000005,21,8069.512500000001
2012-01-31,4177,SELL,1680.9,1,1680.9
2012-01-31,4301,BUY,197.92749999999998,2,395.85499999999996
2012-01-31,13504,SELL,30.84,548,16900.32
2012-01-31,20703,SELL,35.47,541,19189.27
2012-01-31,24057,BUY,309.1,6,1854.6000000000001
2012-01-31,25386,BUY,157.9975,48,7583.88
2012-01-31,28293,BUY,360.44,3,1081.32
2012-01-31,38564,BUY,4.9225,1643,8087.6675000000005
2012-02-01,121,SELL,85.77,474,40654.979999999996
2012-02-02,39,BUY,1696.2964235,32,54281.485552
2012-02-02,2642,BUY,30.097946900000004,2081,62633.827498900006
2012-02-02,3722,BUY,7.5376469,7314,55130.349426600005
2012-02-02,4177,SELL,1664.9375,7,11654.5625
2012-02-02,27768,BUY,34.2264818,1281,43844.1231858
2012-02-02,28069,SELL,1323.55,40,52942.0
2012-02-07,60,BUY,342.45,100,34245.0
2012-02-07,103,BUY,147.89999999999998,426,63005.39999999999
2012-02-07,151,BUY,176.20000000000002,327,57617.40000000001
2012-02-07,175,BUY,213.3525,441,94088.4525
2012-02-07,255,BUY,377.76500000000004,205,77441.82500000001
2012-02-07,446,BUY,245.3175,244,59857.47
2012-02-07,541,BUY,175.53750000000005,458,80396.17500000002
2012-02-07,598,BUY,115.9775,304,35257.16
2012-02-07,866,BUY,600.2375,211,126650.11249999999
2012-02-07,869,BUY,2849.075,19,54132.424999999996
2012-02-07,1129,BUY,69.41499999999999,73,5067.294999999999
2012-02-07,2642,BUY,32.510000000000005,1335,43400.850000000006
2012-02-07,3265,BUY,926.9125000000001,89,82495.21250000001
2012-02-07,3897,BUY,379.97499999999997,251,95373.72499999999
2012-02-07,4177,BUY,1688.625,46,77676.75
2012-02-07,4301,BUY,225.25,93,20948.25
2012-02-07,12521,BUY,2867.7375,1,2867.7375
2012-02-07,13504,BUY,34.6,702,24289.2
2012-02-07,20703,BUY,34.165,1631,55723.115
2012-02-07,21361,BUY,1057.6,93,98356.79999999999
2012-02-07,24057,BUY,308.475,249,76810.27500000001
2012-02-07,25386,BUY,163.8475,417,68324.4075
2012-02-07,28293,BUY,367.5325,228,83797.41
2012-02-07,38564,BUY,5.947500000000001,252,1498.7700000000002
2012-02-14,60,BUY,351.27750000000003,41,14402.3775
2012-02-14,103,SELL,169.65,1631,276699.15
2012-02-14,151,BUY,173.03,153,26473.59
2012-02-14,175,BUY,219.3125,111,24343.6875
2012-02-14,255,BUY,384.75,45,17313.75
2012-02-14,446,SELL,271.7375,38,10326.025
2012-02-14,541,SELL,191.7,70,13419.0
2012-02-14,598,BUY,115.38499999999999,189,21807.765
2012-02-14,869,BUY,2943.275,7,20602.925
2012-02-14,1129,BUY,65.8825,536,35313.02
2012-02-14,2642,BUY,32.8325,1381,45341.6825
2012-02-14,3265,BUY,949.7875,23,21845.1125
2012-02-14,4177,BUY,1751.5625,8,14012.5
2012-02-14,4301,SELL,260.97,139,36274.83
2012-02-14,4939,BUY,12.41,18586,230652.26
2012-02-14,12521,BUY,2669.675,9,24027.075
2012-02-14,20703,SELL,35.28,6249,220464.72
2012-02-14,21361,BUY,1063.875,25,26596.875
2012-02-14,24057,SELL,361.675,128,46294.4
2012-02-14,25386,BUY,169.615,95,16113.425000000001
2012-02-14,28293,BUY,368.2,74,27246.8
2012-02-14,38564,SELL,7.270000000000001,2999,21802.730000000003
2012-02-16,284,BUY,398.9789055,154,61442.751447
2012-02-16,357,BUY,153.39750649999996,486,74551.18815899998
2012-02-16,391,BUY,9818.7439,6,58912.4634
2012-02-16,508,BUY,2533.4088884999996,29,73468.85776649999
2012-02-16,609,BUY,165.6201757,450,74529.079065
2012-02-16,3272,BUY,109.9238084,547,60128.3231948
2012-02-16,13240,BUY,18.273843,4080,74557.27944
2012-02-16,13504,BUY,36.926197699999996,1780,65728.631906
2012-02-16,24800,BUY,62.7051005,1076,67470.688138
2012-02-16,24936,BUY,277.68721259999995,268,74420.1729768
2012-02-16,24951,BUY,1457.6084495000002,46,67049.98867700002
2012-02-21,869,SELL,2839.475,5,14197.375
2012-02-21,12521,SELL,2501.6375,19,47531.112499999996
2012-02-22,60,BUY,343.0025,84,28812.21
2012-02-22,151,BUY,172.53750000000002,172,29676.450000000004
2012-02-22,175,BUY,218.9975,196,42923.51
2012-02-22,255,BUY,373.575,123,45949.725
2012-02-22,446,SELL,301.52,38,11457.759999999998
2012-02-22,541,BUY,199.2125,85,16933.0625
2012-02-22,598,BUY,117.41499999999999,187,21956.605
2012-02-22,866,BUY,613.0375,70,42912.625
2012-02-22,869,BUY,2832.2250000000004,11,31154.475000000006
2012-02-22,1129,BUY,69.11500000000001,338,23360.870000000003
2012-02-22,2642,BUY,33.557500000000005,755,25335.912500000002
2012-02-22,3265,SELL,937.5,18,16875.0
2012-02-22,4177,BUY,1772.8125,9,15955.3125
2012-02-22,4301,BUY,243.84499999999997,147,35845.215
2012-02-22,4939,BUY,11.57,3908,45215.56
2012-02-22,12521,BUY,2521.0374999999995,13,32773.487499999996
2012-02-22,13504,BUY,36.9025,1041,38415.5025
2012-02-22,21361,BUY,1067.4875,36,38429.549999999996
2012-02-22,24057,SELL,398.2875,26,10355.475
2012-02-22,25386,BUY,170.0,209,35530.0
2012-02-22,28293,SELL,385.9325,814,314149.055
2012-02-22,38564,SELL,8.785,2098,18430.93
2012-02-23,357,SELL,138.3875,486,67256.325
2012-02-23,4939,SELL,11.2675,3893,43864.3775
2012-02-24,39,SELL,1766.125,32,56516.0
2012-02-24,446,BUY,292.5118364,203,59379.9027892
2012-02-24,4248,SELL,252.075,186,46885.95
2012-02-24,12111,BUY,55.5635122,1058,58786.1959076
2012-02-24,14927,BUY,139.046649,204,28365.516396000003
2012-02-24,16996,BUY,228.90683060000003,277,63407.19207620001
2012-02-24,24057,BUY,409.04330600000003,150,61356.4959
2012-02-24,28003,BUY,115.25806599999999,517,59588.420121999996
2012-02-27,151,SELL,169.3725,259,43867.4775
2012-02-27,24800,SELL,59.175000000000004,1076,63672.3
2012-02-28,3722,SELL,7.4799999999999995,7314,54708.719999999994
2012-02-28,15631,SELL,98.63749999999997,448,44189.59999999999
2012-02-29,60,BUY,354.7825,9,3193.0425000000005
2012-02-29,151,BUY,174.0325,100,17403.25
2012-02-29,175,SELL,222.17249999999999,1657,368139.83249999996
2012-02-29,255,BUY,375.77250000000004,77,28934.482500000002
2012-02-29,446,BUY,293.5,70,20545.0
2012-02-29,541,BUY,192.65,174,33521.1
2012-02-29,866,SELL,690.3625,110,75939.875
2012-02-29,869,SELL,3507.75,25,87693.75
2012-02-29,1129,SELL,76.795,211,16203.745
2012-02-29,2642,SELL,35.15,211,7416.65
2012-02-29,3265,BUY,936.8499999999999,31,29042.35
2012-02-29,4177,SELL,1927.75,7,13494.25
2012-02-29,4301,BUY,245.30499999999998,24,5887.32
2012-02-29,4939,BUY,11.2975,2042,23069.495
2012-02-29,12521,BUY,2474.0875,9,22266.787500000002
2012-02-29,13504,BUY,37.87,269,10187.029999999999
2012-02-29,15631,BUY,99.98750000000001,2832,283164.60000000003
2012-02-29,21361,BUY,1078.0,30,32340.0
2012-02-29,24057,BUY,393.3875,53,20849.5375
2012-02-29,25386,BUY,168.8975,204,34455.090000000004
2012-02-29,38564,BUY,7.859999999999999,4033,31699.379999999997
2012-03-02,866,BUY,686.660331,84,57679.46780400001
2012-03-02,869,BUY,3573.7645895,15,53606.4688425
2012-03-02,2356,BUY,191.47427949999997,333,63760.93507349999
2012-03-02,24759,BUY,148.7099775,212,31526.51523
2012-03-06,60,BUY,336.84749999999997,5,1684.2374999999997
2012-03-06,151,BUY,166.23,46,7646.58
2012-03-06,255,SELL,374.975,35,13124.125
2012-03-06,446,SELL,294.405,36,10598.579999999998
2012-03-06,541,SELL,191.4625,87,16657.2375
2012-03-06,598,BUY,115.44000000000001,138,15930.720000000001
2012-03-06,866,SELL,745.8,90,67122.0
2012-03-06,869,SELL,3859.6,10,38596.0
2012-03-06,1129,SELL,73.5075,77,5660.077499999999
2012-03-06,2642,BUY,33.575,203,6815.725
2012-03-06,3265,SELL,947.7375,21,19902.4875
2012-03-06,4177,SELL,1958.8125,14,27423.375
2012-03-06,4301,SELL,234.20749999999998,4,936.8299999999999
2012-03-06,4939,SELL,10.945000000000002,210,2298.4500000000003
2012-03-06,12521,SELL,2624.85,11,28873.35
2012-03-06,13240,SELL,17.175,4080,70074.0
2012-03-06,13504,SELL,37.5975,201,7557.097499999999
2012-03-06,15631,BUY,98.5375,142,13992.324999999999
2012-03-06,24057,SELL,370.3625,14,5185.075
2012-03-06,24951,SELL,1397.9375,46,64305.125
2012-03-06,25386,SELL,168.54500000000002,114,19214.13
2012-03-06,38564,BUY,7.4375,2,14.875
2012-03-07,2642,SELL,33.08,2081,68839.48
2012-03-07,12111,SELL,54.47,1058,57629.26
2012-03-07,24057,SELL,365.475,150,54821.25
2012-03-12,35607,SELL,140.345,371,52067.995
2012-03-13,598,SELL,115.86500000000001,303,35107.095
2012-03-13,2356,SELL,174.2875,333,58037.737499999996
2012-03-14,60,BUY,347.5225,73,25369.142499999998
2012-03-14,151,SELL,177.9925,14,2491.895
2012-03-14,255,BUY,376.97999999999996,74,27896.519999999997
2012-03-14,446,BUY,298.2925,70,20880.475000000002
2012-03-14,541,BUY,202.975,15,3044.625
2012-03-14,598,BUY,116.03999999999999,153,17754.12
2012-03-14,866,BUY,753.45,13,9794.85
2012-03-14,869,BUY,3866.0625,2,7732.125
2012-03-14,1129,SELL,78.5375,20,1570.75
2012-03-14,2642,BUY,32.725,678,22187.55
2012-03-14,3265,BUY,931.0,49,45619.0
2012-03-14,4177,BUY,1962.375,10,19623.75
2012-03-14,4301,BUY,241.25,33,7961.25
2012-03-14,4939,BUY,10.9625,2079,22791.037500000002
2012-03-14,12521,BUY,2596.4750000000004,8,20771.800000000003
2012-03-14,13504,BUY,39.875,193,7695.875
2012-03-14,15631,BUY,97.875,260,25447.5
2012-03-14,24057,BUY,382.26250000000005,15,5733.937500000001
2012-03-14,24951,BUY,1509.0249999999999,216,325949.39999999997
2012-03-14,25386,BUY,168.6725,154,25975.565000000002
2012-03-14,38564,SELL,8.21,699,5738.790000000001
2012-03-16,39,BUY,2224.746384,22,48944.420448000004
2012-03-16,151,BUY,188.7971239,322,60792.6738958
2012-03-16,7129,BUY,15.416205000000001,4319,66582.589395
2012-03-16,8021,BUY,538.8778325000001,105,56582.172412500004
2012-03-16,13240,BUY,17.5594335,3030,53205.083505
2012-03-16,24951,BUY,1485.1320155000003,39,57920.14860450001
2012-03-16,28069,BUY,1541.821036,32,49338.273152
2012-03-16,30297,BUY,9.715969199999998,5602,54428.859458399995
2012-03-19,55,SELL,113.62,583,66240.46
2012-03-21,60,BUY,375.5075,3,1126.5225
2012-03-21,446,BUY,315.0775,45,14178.4875
2012-03-21,508,BUY,2959.1,125,369887.5
2012-03-21,598,SELL,132.6875,2416,320573.0
2012-03-21,866,BUY,756.0124999999999,29,21924.3625
2012-03-21,869,SELL,3890.7125,63,245114.8875
2012-03-21,1129,SELL,82.67750000000001,2,165.35500000000002
2012-03-21,2642,BUY,32.67,569,18589.23
2012-03-21,3265,BUY,934.3125,28,26160.75
2012-03-21,4177,BUY,1945.825,11,21404.075
2012-03-21,4301,BUY,250.2225,27,6756.0075
2012-03-21,4939,BUY,10.9075,1527,16655.752500000002
2012-03-21,12521,BUY,2638.2125,7,18467.4875
2012-03-21,13504,SELL,42.43,38,1612.34
2012-03-21,15631,SELL,105.1375,260,27335.75
2012-03-21,24057,BUY,369.57500000000005,83,30674.725000000002
2012-03-21,24951,BUY,1520.3874999999998,16,24326.199999999997
2012-03-21,25386,BUY,169.235,69,11677.215
2012-03-21,28003,SELL,110.87,517,57319.79
2012-03-21,38564,BUY,7.835,3463,27132.605
2012-03-23,27768,SELL,31.942500000000006,1281,40918.342500000006
2012-03-27,3272,SELL,112.7875,547,61694.7625
2012-03-28,60,SELL,388.37750000000005,14,5437.285000000001
2012-03-28,151,BUY,187.485,121,22685.685
2012-03-28,255,SELL,407.6325,1010,411708.825
2012-03-28,284,SELL,452.9125000000001,154,69748.52500000001
2012-03-28,446,SELL,316.0175,1,316.0175
2012-03-28,508,SELL,3063.2125,2,6126.425
2012-03-28,541,BUY,204.0375,274,55906.275
2012-03-28,866,BUY,739.75,17,12575.75
2012-03-28,1129,BUY,79.5025,289,22976.2225
2012-03-28,2642,BUY,31.060000000000002,1549,48111.94
2012-03-28,3265,BUY,945.9875,25,23649.6875
2012-03-28,4177,BUY,1885.775,14,26400.850000000002
2012-03-28,4301,BUY,242.18499999999997,11,2664.035
2012-03-28,4939,BUY,10.5775,2046,21641.565000000002
2012-03-28,12521,BUY,2627.7125,4,10510.85
2012-03-28,13240,SELL,15.7,3030,47571.0
2012-03-28,13504,SELL,39.822500000000005,1076,42849.01000000001
2012-03-28,14927,SELL,139.6625,204,28491.149999999998
2012-03-28,15631,BUY,105.725,69,7295.025
2012-03-28,16996,SELL,240.92499999999995,277,66736.22499999999
2012-03-28,24057,BUY,338.44999999999993,109,36891.049999999996
2012-03-28,24759,SELL,139.35,212,29542.199999999997
2012-03-28,24951,BUY,1480.8125,15,22212.1875
2012-03-28,25386,BUY,166.62,142,23660.04
2012-03-28,38564,BUY,7.049999999999999,4756,33529.799999999996
2012-03-29,39,SELL,2093.3125,22,46052.875
2012-03-30,357,BUY,155.66607,223,34713.53361
2012-03-30,391,SELL,9853.1625,6,59118.975000000006
2012-03-30,2110,BUY,145.9601276,224,32695.0685824
2012-03-30,14927,BUY,138.23197150000001,268,37046.168362000004
2012-03-30,28069,SELL,1507.4375,32,48238.0
2012-04-04,60,BUY,404.71,18,7284.78
2012-04-04,151,SELL,210.445,129,27147.405
2012-04-04,446,SELL,333.0725,18,5995.305
2012-04-04,508,BUY,3126.125,3,9378.375
2012-04-04,866,BUY,760.7625,21,15976.0125
2012-04-04,1129,BUY,84.17,34,2861.78
2012-04-04,2642,SELL,32.75,206,6746.5
2012-04-04,3265,SELL,1082.8125,70,75796.875
2012-04-04,4301,SELL,265.13750000000005,33,8749.537500000002
2012-04-04,4939,BUY,11.014999999999999,298,3282.47
2012-04-04,12521,BUY,2715.225,5,13576.125
2012-04-04,13504,SELL,44.0525,505,22246.5125
2012-04-04,24057,BUY,328.11249999999995,87,28545.787499999995
2012-04-04,38564,SELL,8.0575,2316,18661.17
2012-04-09,14927,SELL,127.77500000000002,268,34243.700000000004
2012-04-10,39,BUY,2284.7191815,22,50263.821993000005
2012-04-10,93,BUY,296.1816452,153,45315.7917156
2012-04-10,284,BUY,489.59611049999995,137,67074.6671385
2012-04-10,391,BUY,10893.165653999999,3,32679.496961999997
2012-04-10,508,SELL,2962.458821399999,15,44436.88232099999
2012-04-10,3265,BUY,1062.6026634999998,43,45691.91453049999
2012-04-10,3272,BUY,115.43353499999999,443,51137.056005
2012-04-10,3546,BUY,13.393298099999997,4248,56894.73032879999
2012-04-10,3794,BUY,92.7479,420,38954.118
2012-04-10,4177,BUY,2046.9712200000001,20,40939.4244
2012-04-10,13504,BUY,45.6996477,1207,55159.4747739
2012-04-10,14548,BUY,117.3712141,391,45892.1447131
2012-04-10,15631,BUY,108.4774425,438,47513.119815
2012-04-10,16996,BUY,254.56039839999997,185,47093.67370399999
2012-04-10,35743,BUY,8.8962783,5742,51082.429998600004
2012-04-11,869,SELL,3944.2250000000004,15,59163.37500000001
2012-04-12,357,SELL,145.45000000000002,223,32435.350000000002
2012-04-13,60,SELL,410.70750000000004,13,5339.1975
2012-04-13,151,SELL,219.215,208,45596.72
2012-04-13,446,SELL,327.245,16,5235.92
2012-04-13,541,BUY,205.75,113,23249.75
2012-04-13,866,SELL,789.325,47,37098.275
2012-04-13,1129,SELL,85.8,231,19819.8
2012-04-13,2642,SELL,33.1325,536,17759.02
2012-04-13,3265,SELL,1067.2875,1,1067.2875
2012-04-13,4177,SELL,2131.7,20,42634.0
2012-04-13,4301,SELL,278.115,78,21692.97
2012-04-13,4939,SELL,11.187499999999998,947,10594.562499999998
2012-04-13,12521,SELL,2746.925,5,13734.625
2012-04-13,13504,SELL,45.917500000000004,585,26861.737500000003
2012-04-13,15631,BUY,105.2125,110,11573.375
2012-04-13,24057,SELL,323.5125,30,9705.375
2012-04-13,24951,SELL,1489.5125,24,35748.3
2012-04-13,25386,BUY,152.7075,207,31610.452500000003
2012-04-13,38564,SELL,7.9575,852,6779.79
2012-04-16,2110,SELL,148.425,224,33247.200000000004
2012-04-20,60,SELL,425.4525,36,15316.289999999999
2012-04-20,93,BUY,284.96000000000004,1337,380991.5200000001
2012-04-20,151,SELL,231.365,126,29151.99
2012-04-20,446,SELL,335.4425,70,23480.975
2012-04-20,508,SELL,2882.0875,7,20174.6125
2012-04-20,541,SELL,205.22500000000002,77,15802.325000000003
2012-04-20,866,SELL,829.6374999999999,71,58904.2625
2012-04-20,1129,SELL,90.60749999999999,288,26094.959999999995
2012-04-20,2642,SELL,34.3775,789,27123.8475
2012-04-20,3265,SELL,1063.625,10,10636.25
2012-04-20,4177,SELL,2154.875,6,12929.25
2012-04-20,4301,SELL,289.65999999999997,943,273149.37999999995
2012-04-20,4939,SELL,11.229999999999999,822,9231.06
2012-04-20,7129,BUY,16.0375,23282,373385.075
2012-04-20,12521,SELL,3111.8875,116,360978.94999999995
2012-04-20,13504,SELL,47.97,506,24272.82
2012-04-20,15631,SELL,109.325,197,21537.025
2012-04-20,24057,SELL,330.375,66,21804.75
2012-04-20,24951,SELL,1456.675,6,8740.05
2012-04-20,25386,SELL,166.575,445,74125.875
2012-04-20,38564,SELL,8.125,1209,9823.125
2012-04-23,93,SELL,281.9875,153,43144.0875
2012-04-24,39,SELL,2256.625,22,49645.75
2012-04-24,284,SELL,476.5,137,65280.5
2012-04-24,446,SELL,315.60249999999996,203,64067.307499999995
2012-04-26,508,SELL,2743.075,14,38403.049999999996
2012-04-26,866,SELL,770.475,84,64719.9
2012-04-27,60,BUY,422.8675,17,7188.7475
2012-04-27,93,BUY,281.245,57,16030.965
2012-04-27,151,BUY,226.005,18,4068.09
2012-04-27,446,BUY,314.4375,59,18551.8125
2012-04-27,508,SELL,3015.0625,4,12060.25
2012-04-27,541,BUY,208.625,56,11683.0
2012-04-27,866,BUY,732.7624999999999,47,34439.837499999994
2012-04-27,1129,SELL,93.22,7,652.54
2012-04-27,2642,SELL,34.445,929,31999.405
2012-04-27,3265,SELL,1057.9875,3,3173.9624999999996
2012-04-27,4177,BUY,2017.8,14,28249.2
2012-04-27,4939,SELL,11.9275,560,6679.400000000001
2012-04-27,7129,BUY,16.045,334,5359.030000000001
2012-04-27,13504,SELL,50.6275,278,14074.445
2012-04-27,15631,BUY,105.6,130,13728.0
2012-04-27,24057,BUY,320.48750000000007,52,16665.350000000002
2012-04-27,24936,BUY,314.7525,1240,390293.1
2012-04-27,24951,BUY,1429.4625,8,11435.7
