Date,Ticker,Action,Price,Shares,Value
2016-04-29,1129,SELL,530.295,75,39772.125
2016-04-29,1223,SELL,246.02499999999998,324,79712.09999999999
2016-04-29,2378,BUY,111.09,147,16330.230000000001
2016-04-29,3722,SELL,68.9175,202,13921.335000000001
2016-04-29,4439,BUY,128.9325,49,6317.6925
2016-04-29,4679,SELL,101.8125,322,32783.625
2016-04-29,5991,SELL,227.28750000000002,4969,1129391.5875000001
2016-04-29,12585,BUY,256.2125,36,9223.65
2016-04-29,13051,SELL,584.9749999999999,116,67857.09999999999
2016-04-29,14978,SELL,116.0625,310,35979.375
2016-04-29,20099,BUY,130.76,32,4184.32
2016-04-29,24392,SELL,38.2125,1991,76081.0875
2016-04-29,28009,BUY,81.06,15012,1216872.72
2016-04-29,41261,SELL,494.715,139,68765.385
2016-05-03,842,BUY,242.197354,291,70479.430014
2016-05-03,29583,BUY,621.7994685000001,221,137417.68253850003
2016-05-04,8029,SELL,285.7125,363,103713.6375
2016-05-05,31,SELL,51.12,2050,104796.0
2016-05-05,12295,SELL,33.3675,1146,38239.155
2016-05-05,54769,SELL,202.47,337,68232.39
2016-05-06,31,SELL,51.595,4269,220259.055
2016-05-06,82,SELL,207.4975,716,148568.21
2016-05-06,90,SELL,4682.25,314,1470226.5
2016-05-06,93,SELL,1413.0375,225,317933.4375
2016-05-06,200,SELL,196.855,2085,410442.675
2016-05-06,1129,SELL,523.4025,673,352249.8825
2016-05-06,1223,SELL,236.4875,665,157264.1875
2016-05-06,2227,SELL,91.975,1444,132811.9
2016-05-06,2378,SELL,111.64,2314,258334.96
2016-05-06,3722,SELL,72.20250000000001,3673,265199.78250000003
2016-05-06,4439,SELL,127.94,2369,303089.86
2016-05-06,4679,SELL,108.7875,2910,316571.625
2016-05-06,4764,BUY,131.76749999999998,7189,947276.5574999999
2016-05-06,4939,SELL,285.5325,753,215005.97250000003
2016-05-06,12585,SELL,246.8875,1379,340457.8625
2016-05-06,13051,SELL,568.65,454,258167.09999999998
2016-05-06,14978,SELL,116.30000000000001,2729,317382.7
2016-05-06,20099,SELL,139.835,2575,360075.125
2016-05-06,25242,SELL,54.2,2318,125635.6
2016-05-06,28009,SELL,90.25,5021,453145.25
2016-05-06,41261,SELL,486.985,650,316540.25
2016-05-09,38925,SELL,829.5125,180,149312.25
2016-05-11,5200,SELL,17.6875,3293,58244.9375
2016-05-11,24603,SELL,744.3500000000001,109,81134.15000000001
2016-05-11,43583,SELL,378.0375,298,112655.175
2016-05-12,29583,SELL,591.95,221,130820.95000000001
2016-05-13,31,BUY,51.69499999999999,6263,323765.785
2016-05-13,93,SELL,1473.95,694,1022921.3
2016-05-13,164,BUY,95.27,14870,1416664.9
2016-05-13,200,BUY,198.6,2676,531453.6
2016-05-13,1129,BUY,536.0775,772,413851.83
2016-05-13,1223,BUY,240.7475,1128,271563.18
2016-05-13,2227,BUY,97.6375,2036,198789.95
2016-05-13,2378,BUY,108.41,3158,342358.77999999997
2016-05-13,3722,BUY,76.8525,4311,331311.1275
2016-05-13,4439,BUY,129.45749999999998,2957,382805.82749999996
2016-05-13,4679,SELL,108.82499999999999,7876,857105.7
2016-05-13,4764,BUY,127.295,4584,583520.28
2016-05-13,4939,BUY,286.09000000000003,1792,512673.28
2016-05-13,12585,BUY,254.21250000000003,1469,373438.16250000003
2016-05-13,13051,BUY,578.525,500,289262.5
2016-05-13,14978,BUY,114.675,3377,387257.475
2016-05-13,20099,BUY,140.54,2541,357112.13999999996
2016-05-13,28009,BUY,91.33,3497,319381.01
2016-05-13,41261,BUY,477.85749999999996,858,410001.735
2016-05-16,57,SELL,1784.9375,46,82107.125
2016-05-17,57,BUY,1833.6510500000002,56,102684.45880000001
2016-05-17,213,BUY,128.81931300000002,715,92105.80879500002
2016-05-17,420,BUY,15.416205000000001,5405,83324.588025
2016-05-17,1250,BUY,418.38076349999994,272,113799.56767199999
2016-05-17,1252,BUY,79.888529,1509,120551.790261
2016-05-17,5324,SELL,118.6375,595,70589.3125
2016-05-17,5991,BUY,283.09416450000003,295,83512.7785275
2016-05-17,12295,BUY,36.7181416,3396,124694.80887360002
2016-05-17,14801,BUY,104.40906840000001,1144,119443.97424960001
2016-05-17,20099,BUY,140.8965936,633,89187.54374879999
2016-05-17,24061,BUY,331.5486755,265,87860.3990075
2016-05-17,25242,BUY,80.264534,907,72799.932338
2016-05-17,29583,BUY,630.886256,145,91478.50712
2016-05-17,37500,SELL,57.053400870918416,196,11182.46657070001
2016-05-17,38208,BUY,93.474843,777,72629.953011
2016-05-17,38564,BUY,23.059133300000006,3244,74803.82842520002
2016-05-18,28049,SELL,197.725,413,81660.425
2016-05-20,31,BUY,50.427499999999995,723,36459.0825
2016-05-20,164,SELL,94.8775,204,19355.01
2016-05-20,200,SELL,193.09999999999997,727,140383.69999999998
2016-05-20,1129,SELL,534.5699999999999,237,126693.08999999998
2016-05-20,1223,SELL,237.92499999999998,132,31406.1
2016-05-20,2227,SELL,99.88749999999999,1352,135047.9
2016-05-20,2378,SELL,106.54499999999999,711,75753.495
2016-05-20,3722,SELL,77.57499999999999,1039,80600.42499999999
2016-05-20,4439,BUY,131.29,572,75097.87999999999
2016-05-20,4764,SELL,131.35750000000002,1561,205049.05750000002
2016-05-20,4939,BUY,265.3075,65,17244.9875
2016-05-20,12585,SELL,245.73749999999998,374,91905.825
2016-05-20,13051,SELL,556.7750000000001,148,82402.70000000001
2016-05-20,14978,SELL,114.88749999999999,2124,244021.05
2016-05-20,20058,SELL,51.1625,890,45534.625
2016-05-20,20099,SELL,132.8575,512,68023.04
2016-05-20,28009,SELL,90.7475,736,66790.16
2016-05-20,41261,SELL,488.38250000000005,368,179724.76
2016-05-23,842,SELL,225.21250000000003,291,65536.83750000001
2016-05-23,2061,SELL,1202.8375,81,97429.83750000001
2016-05-23,5586,SELL,607.4875000000001,231,140329.61250000002
2016-05-23,37500,SELL,57.2625,1573,90073.9125
2016-05-24,1250,SELL,391.5,272,106488.0
2016-05-24,2208,SELL,106.53750000000001,490,52203.37500000001
2016-05-24,3608,SELL,81.83999999999999,1752,143383.68
2016-05-26,1252,SELL,77.72749999999999,1509,117290.79749999999
2016-05-26,3722,SELL,74.37,1601,119066.37000000001
2016-05-26,5991,SELL,267.6375,295,78953.0625
2016-05-27,31,BUY,52.965,607,32149.755
2016-05-27,57,SELL,1751.0875,56,98060.90000000001
2016-05-27,164,BUY,94.29749999999999,1456,137297.15999999997
2016-05-27,200,BUY,196.0,1062,208152.0
2016-05-27,1129,BUY,542.665,348,188847.41999999998
2016-05-27,1223,BUY,235.47,707,166477.29
2016-05-27,2227,BUY,100.51249999999999,1322,132877.525
2016-05-27,2378,BUY,107.6675,1465,157732.8875
2016-05-27,3722,BUY,76.045,2525,192013.625
2016-05-27,4439,BUY,129.705,2050,265895.25
2016-05-27,4764,BUY,134.79500000000002,1451,195587.545
2016-05-27,4939,SELL,260.1575,5505,1432167.0375
2016-05-27,12585,BUY,255.3,555,141691.5
2016-05-27,13051,BUY,554.525,286,158594.15
2016-05-27,14978,BUY,117.46249999999999,1232,144713.8
2016-05-27,20099,BUY,136.005,766,104179.83
2016-05-27,24061,SELL,310.0625,265,82166.5625
2016-05-27,28009,BUY,90.66250000000001,2177,197372.2625
2016-05-27,41261,BUY,482.82,441,212923.62
2016-05-30,148,SELL,227.5625,422,96031.375
2016-05-30,164,SELL,93.36999999999999,1745,162930.65
2016-05-30,38564,SELL,19.7775,3244,64158.21
2016-05-31,57,BUY,1758.926323,37,65080.273950999996
2016-05-31,105,BUY,130.0350625,565,73469.8103125
2016-05-31,131,BUY,91.8329545,912,83751.654504
2016-05-31,200,BUY,197.5354801,351,69334.9535151
2016-05-31,357,BUY,495.97566200000006,186,92251.47313200001
2016-05-31,541,BUY,965.1171005,118,113883.817859
2016-05-31,1250,BUY,398.06395999999995,212,84389.55952
2016-05-31,1252,BUY,79.51503070000003,1264,100506.99880480002
2016-05-31,1745,BUY,232.92256399999997,261,60792.78920399999
2016-05-31,2337,BUY,194.13138149999997,312,60568.99102799999
2016-05-31,2467,BUY,27.0096925,2411,65120.368617500004
2016-05-31,3272,BUY,368.86090499999995,188,69345.85014
2016-05-31,3608,BUY,84.5158972,1222,103278.42637839999
2016-05-31,3722,BUY,76.3966959,1474,112608.72975659999
2016-05-31,4764,BUY,138.4926683,518,71739.20217939999
2016-05-31,6083,BUY,53.25484150000001,1077,57355.46429550001
2016-05-31,22118,BUY,173.062568,478,82723.907504
2016-05-31,23457,BUY,635.1727129999999,100,63517.27129999999
2016-05-31,27800,BUY,101.68428550000002,760,77280.05698000001
2016-05-31,28049,BUY,204.53418650000003,382,78132.05924300001
2016-05-31,28364,BUY,537.0980754999999,167,89695.37860849999
2016-05-31,28591,BUY,72.744434,1109,80673.57730599999
2016-05-31,38564,BUY,19.2188689,3201,61519.5993489
2016-06-03,31,SELL,53.1275,351,18647.7525
2016-06-03,164,SELL,94.2825,648,61095.06
2016-06-03,200,SELL,198.10000000000002,241,47742.100000000006
2016-06-03,541,SELL,905.45,118,106843.1
2016-06-03,1129,SELL,575.095,69,39681.555
2016-06-03,1223,SELL,243.07999999999996,86,20904.879999999997
2016-06-03,2227,SELL,107.475,10931,1174809.2249999999
2016-06-03,2378,BUY,106.61,489,52132.29
2016-06-03,3722,SELL,79.6925,856,68216.78
2016-06-03,4439,BUY,128.1,888,113752.79999999999
2016-06-03,4764,SELL,137.54,469,64506.259999999995
2016-06-03,12334,BUY,89.17749999999998,14664,1307698.8599999996
2016-06-03,12585,SELL,252.2375,7,1765.6625000000001
2016-06-03,13051,SELL,540.325,2200,1188715.0
2016-06-03,14978,BUY,113.01250000000002,242,27349.025000000005
2016-06-03,20099,BUY,135.995,181,24615.095
2016-06-03,28009,SELL,95.425,1377,131400.225
2016-06-03,41261,SELL,493.1,130,64103.0
2016-06-06,420,SELL,14.480000000000002,5405,78264.40000000001
2016-06-06,5772,SELL,51.637499999999996,2343,120986.66249999999
2016-06-07,396,BUY,109.091584,899,98073.334016
2016-06-07,1223,BUY,246.67432019999998,381,93982.9159962
2016-06-07,2227,BUY,107.988636,1066,115115.885976
2016-06-10,31,BUY,53.215,432,22988.88
2016-06-10,164,BUY,92.24500000000002,201,18541.245000000003
2016-06-10,200,BUY,196.76749999999998,265,52143.3875
2016-06-10,1129,SELL,583.6475,3,1750.9425
2016-06-10,1223,BUY,237.13750000000005,37,8774.087500000001
2016-06-10,2378,BUY,104.41,240,25058.399999999998
2016-06-10,3722,BUY,76.6625,675,51747.18749999999
2016-06-10,4439,SELL,131.20000000000002,1456,191027.2
2016-06-10,4764,SELL,141.8375,360,51061.5
2016-06-10,12334,BUY,89.365,116,10366.34
2016-06-10,12585,SELL,252.3,140,35322.0
2016-06-10,14978,SELL,112.6875,91,10254.5625
2016-06-10,20099,SELL,137.5,203,27912.5
2016-06-10,28009,BUY,92.87,408,37890.96
2016-06-10,41261,BUY,497.5275,130,64678.575
2016-06-13,23457,SELL,598.225,100,59822.5
2016-06-14,2208,BUY,124.4200545,867,107872.1872515
2016-06-14,3722,SELL,74.8875,1474,110384.175
2016-06-14,29545,BUY,34.37939050000001,2188,75222.10641400001
2016-06-15,2163,SELL,187.7825,879,165060.8175
2016-06-15,24585,SELL,415.0525,204,84670.71
2016-06-17,31,SELL,49.61,1496,74216.56
2016-06-17,164,SELL,98.435,3106,305739.11
2016-06-17,200,SELL,204.57500000000002,1154,236079.55000000002
2016-06-17,1129,SELL,598.745,420,251472.9
2016-06-17,1223,SELL,234.3675,493,115543.1775
2016-06-17,2227,SELL,110.4375,1066,117726.375
2016-06-17,2378,SELL,104.84,1110,116372.40000000001
2016-06-17,3722,SELL,75.68,1910,144548.80000000002
2016-06-17,4439,SELL,133.84750000000003,1509,201975.87750000003
2016-06-17,4764,SELL,140.37,1164,163390.68
2016-06-17,12334,SELL,90.13,1544,139160.72
2016-06-17,12585,SELL,255.97500000000002,457,116980.57500000001
2016-06-17,14801,BUY,119.89,10439,1251531.71
2016-06-17,14978,SELL,113.8625,1367,155650.0375
2016-06-17,20099,SELL,142.8275,1427,203814.84249999997
2016-06-17,28009,SELL,92.96000000000001,1781,165561.76
2016-06-17,41261,SELL,458.88250000000005,30,13766.475000000002
2016-06-20,57,SELL,1956.375,37,72385.875
2016-06-20,396,SELL,104.4375,899,93889.3125
2016-06-20,1223,SELL,230.8725,381,87962.4225
2016-06-21,57,BUY,2008.86938,60,120532.1628
2016-06-21,519,BUY,550.772124,203,111806.741172
2016-06-21,808,BUY,188.67930900000002,483,91132.106247
2016-06-21,1745,SELL,224.29,261,58539.689999999995
2016-06-21,2787,BUY,65.65047299999999,1543,101298.67983899999
2016-06-21,20058,BUY,62.30402850000001,1866,116259.31718100002
2016-06-21,38925,BUY,1075.274032,130,139785.62416
2016-06-22,2467,SELL,23.8125,2411,57411.9375
2016-06-23,105,SELL,124.6875,565,70448.4375
2016-06-23,131,SELL,111.5125,912,101699.40000000001
2016-06-23,2208,SELL,116.8125,867,101276.4375
2016-06-23,27800,SELL,92.42500000000003,760,70243.00000000001
2016-06-24,164,BUY,92.6625,1257,116476.7625
2016-06-24,200,BUY,203.3,175,35577.5
2016-06-24,1129,BUY,583.4075,114,66508.455
2016-06-24,2378,BUY,102.91750000000002,664,68337.22000000002
2016-06-24,3722,BUY,75.565,1151,86975.315
2016-06-24,4764,BUY,137.2475,691,94838.0225
2016-06-24,12295,BUY,38.1325,32135,1225387.8875
2016-06-24,12334,BUY,90.0625,1101,99158.8125
2016-06-24,12585,BUY,255.7,213,54464.1
2016-06-24,14801,BUY,117.52249999999998,755,88729.48749999999
2016-06-24,14978,BUY,109.8625,2520,276853.5
2016-06-24,28009,SELL,96.31750000000001,213,20515.627500000002
2016-06-24,29583,BUY,668.875,1989,1330392.375
2016-06-24,41261,SELL,404.4575,2884,1166455.43
2016-06-27,213,SELL,135.5375,715,96909.3125
2016-06-27,2337,SELL,198.425,312,61908.600000000006
2016-06-27,3608,SELL,90.24,1222,110273.28
2016-06-28,131,BUY,140.249865,584,81905.92116
2016-06-28,213,BUY,137.392227,740,101670.24797999999
2016-06-28,396,BUY,110.54546999999998,694,76718.55617999999
2016-06-28,1026,BUY,175.87257870000002,448,78790.9152576
2016-06-28,2208,BUY,124.94646150000001,833,104080.40242950001
2016-06-28,2337,BUY,210.13666099999998,363,76279.607943
2016-06-28,2469,BUY,15.5816472,2842,44283.0413424
2016-06-28,2780,BUY,32.5871,2374,77361.7754
2016-06-28,3608,BUY,90.6823792,888,80525.9527296
2016-06-28,12295,BUY,38.7109681,2108,81602.7207548
2016-06-28,29368,BUY,76.93062299999998,881,67775.87886299999
2016-06-28,38564,SELL,20.580000000000002,3201,65876.58
2016-06-30,3272,SELL,358.725,188,67440.3
2016-07-01,31,SELL,49.75,100,4975.0
2016-07-01,164,SELL,99.13250000000001,1944,192713.58000000002
2016-07-01,200,SELL,206.7,717,148203.9
2016-07-01,1129,SELL,602.75,327,197099.25
2016-07-01,1223,SELL,244.7075,261,63868.6575
2016-07-01,2378,SELL,109.5225,716,78418.11
2016-07-01,3722,SELL,81.13000000000001,2537,205826.81000000003
2016-07-01,4439,SELL,132.2875,683,90352.3625
2016-07-01,4764,SELL,147.0275,1344,197604.96
2016-07-01,12295,SELL,38.595,717,27672.614999999998
2016-07-01,12334,SELL,94.07249999999999,526,49482.134999999995
2016-07-01,12585,SELL,266.3625,481,128120.3625
2016-07-01,14801,SELL,123.845,1833,227007.885
2016-07-01,14978,SELL,117.61250000000001,1780,209350.25000000003
2016-07-01,20099,SELL,149.04749999999999,573,85404.21749999998
2016-07-01,28009,SELL,107.7375,2090,225171.375
2016-07-01,29583,SELL,738.3625000000001,336,248089.80000000002
2016-07-05,5947,BUY,672.5852104999999,72,48426.135156
2016-07-11,31,BUY,47.0075,1883,88515.1225
2016-07-11,164,SELL,107.655,761,81925.455
2016-07-11,200,BUY,213.40750000000003,38,8109.485000000001
2016-07-11,1129,BUY,614.57,41,25197.370000000003
2016-07-11,1223,BUY,244.00249999999997,297,72468.7425
2016-07-11,2378,BUY,112.16249999999998,783,87823.23749999999
2016-07-11,3722,BUY,84.58250000000001,84,7104.930000000001
2016-07-11,4439,BUY,133.97750000000002,370,49571.67500000001
2016-07-11,4764,BUY,149.8625,474,71034.82500000001
2016-07-11,12295,BUY,39.1,1225,47897.5
2016-07-11,12334,BUY,95.83,606,58072.979999999996
2016-07-11,12585,BUY,267.5375,199,53239.9625
2016-07-11,14801,BUY,122.70250000000001,1063,130432.75750000002
2016-07-11,14978,SELL,128.875,945,121786.875
2016-07-11,20099,BUY,147.6825,514,75908.80500000001
2016-07-11,28009,BUY,108.365,489,52990.485
2016-07-11,29583,BUY,776.8625,15,11652.9375
2016-07-11,37500,BUY,59.1025,29164,1723665.31
2016-07-14,12334,SELL,94.38250000000001,1961,185084.08250000002
2016-07-15,14801,SELL,120.13750000000002,1144,137437.30000000002
2016-07-18,31,SELL,46.4075,25011,1160697.9825
2016-07-18,164,BUY,103.905,1564,162507.42
2016-07-18,200,BUY,212.58999999999997,986,209613.73999999996
2016-07-18,357,SELL,563.1375,186,104743.57500000001
2016-07-18,1129,BUY,620.65,390,242053.5
2016-07-18,1223,BUY,250.4275,972,243415.53
2016-07-18,2378,BUY,111.30000000000001,1843,205125.90000000002
2016-07-18,3722,BUY,87.9425,1163,102277.12749999999
2016-07-18,4439,BUY,133.0775,1571,209064.75249999997
2016-07-18,4764,SELL,162.3825,9904,1608236.28
2016-07-18,12295,BUY,38.855,4394,170728.87
2016-07-18,12334,BUY,94.3,3059,288463.7
2016-07-18,12585,SELL,279.25,4842,1352128.5
2016-07-18,14801,BUY,116.64750000000001,1755,204716.36250000002
2016-07-18,14978,SELL,137.1875,276,37863.75
2016-07-18,20058,SELL,59.1125,1866,110303.92499999999
2016-07-18,20099,BUY,144.67750000000004,1945,281397.73750000005
2016-07-18,28009,BUY,109.15250000000002,1245,135894.86250000002
2016-07-18,28049,SELL,347.4,382,132706.8
2016-07-18,29583,BUY,767.7875,153,117471.4875
2016-07-18,34697,BUY,177.9,7443,1324109.7
2016-07-18,37500,BUY,59.2525,3149,186586.1225
2016-07-20,57,SELL,1914.1374999999998,60,114848.24999999999
2016-07-20,412,BUY,860.199172,200,172039.8344
2016-07-20,3722,BUY,86.84712820000001,1891,164227.91942620004
2016-07-20,5200,BUY,36.171681,3467,125407.21802700001
2016-07-20,28009,BUY,110.61565760000003,1203,133070.63609280004
2016-07-20,64887,BUY,354.5626881999999,460,163098.83657199997
2016-07-25,200,SELL,212.65000000000003,351,74640.15000000001
2016-07-25,4439,SELL,155.2375,12112,1880236.6
2016-07-25,5947,SELL,657.9125,72,47369.700000000004
2016-07-25,12295,BUY,38.5725,2329,89835.3525
2016-07-25,12334,BUY,94.19500000000001,1939,182644.105
2016-07-25,14801,SELL,135.54250000000002,3061,414895.5925
2016-07-25,25267,BUY,233.495,7001,1634698.495
2016-07-25,28009,BUY,109.935,636,69918.66
2016-07-25,29583,SELL,854.2375,275,234915.3125
2016-07-25,34697,SELL,188.45,105,19787.25
2016-07-27,161,BUY,253.201767,730,184837.28991
2016-07-27,2780,SELL,33.575,2374,79707.05
2016-07-27,3608,SELL,91.32750000000001,888,81098.82
2016-07-27,19611,BUY,113.4056147,1568,177820.0038496
2016-07-27,28009,SELL,104.49000000000001,1203,125701.47000000002
2016-07-27,38208,BUY,183.48930216842103,285,52294.451118
2016-07-28,29368,SELL,93.5125,881,82384.5125
2016-07-28,64887,SELL,334.145,460,153706.69999999998
2016-08-01,164,BUY,107.84,420,45292.8
2016-08-01,200,SELL,231.95000000000005,115,26674.250000000004
2016-08-01,213,SELL,151.97500000000002,740,112461.50000000001
2016-08-01,842,BUY,271.0375,5315,1440564.3125000002
2016-08-01,1129,BUY,633.26,197,124752.22
2016-08-01,2378,BUY,116.9025,838,97964.295
2016-08-01,3722,SELL,108.8125,16299,1773534.9375
2016-08-01,12295,BUY,38.82750000000001,1711,66433.85250000001
2016-08-01,12334,BUY,93.655,332,31093.46
2016-08-01,14801,BUY,138.1225,203,28038.8675
2016-08-01,14978,BUY,115.38750000000002,2463,284199.41250000003
2016-08-01,20099,BUY,153.11499999999998,502,76863.73
2016-08-01,22118,SELL,179.52499999999998,478,85812.94999999998
2016-08-01,25267,SELL,244.19750000000002,36,8791.11
2016-08-01,28009,BUY,111.7425,282,31511.385000000002
2016-08-01,29583,SELL,913.2375,27,24657.4125
2016-08-01,34697,SELL,196.675,158,31074.65
2016-08-01,37500,BUY,59.197500000000005,3351,198370.8225
2016-08-03,171,BUY,390.02998649999995,373,145481.1849645
2016-08-03,1250,SELL,457.42500000000007,212,96974.10000000002
2016-08-03,2163,BUY,226.42519760000002,704,159403.3391104
2016-08-03,20754,BUY,143.608843,655,94063.792165
2016-08-03,25242,BUY,93.58453836378558,914,85536.26806450002
2016-08-03,25267,BUY,247.21576740000003,691,170826.09527340002
2016-08-03,28591,SELL,81.9125,1109,90840.9625
2016-08-04,2337,SELL,221.11249999999998,363,80263.8375
2016-08-04,29583,SELL,798.0625,145,115719.0625
2016-08-08,164,BUY,106.11999999999999,1992,211391.03999999998
2016-08-08,200,SELL,248.9325,7714,1920265.305
2016-08-08,357,BUY,569.2875,3054,1738604.0250000001
2016-08-08,842,BUY,263.35,718,189085.30000000002
2016-08-08,1129,BUY,622.51,458,285109.58
2016-08-08,1223,BUY,285.9975,767,219360.0825
2016-08-08,2378,BUY,118.385,1752,207410.52000000002
2016-08-08,12295,BUY,38.8725,10009,389074.85250000004
2016-08-08,12334,BUY,94.01,2894,272064.94
2016-08-08,14801,SELL,142.3925,9321,1327240.4925000002
2016-08-08,14978,SELL,117.875,12248,1443733.0
2016-08-08,20099,BUY,155.7975,702,109369.84500000002
2016-08-08,25267,BUY,252.93000000000004,818,206896.74000000002
2016-08-08,28009,BUY,111.7275,1825,203902.6875
2016-08-08,29583,BUY,829.125,242,200648.25
2016-08-08,34697,BUY,180.5375,1227,221519.51249999998
2016-08-08,37500,BUY,59.857499999999995,4540,271753.05
2016-08-09,131,SELL,133.6375,584,78044.29999999999
2016-08-09,1129,SELL,621.21,241,149711.61000000002
2016-08-09,1252,SELL,91.485,1264,115637.04
2016-08-10,1223,BUY,284.0567373,540,153390.638142
2016-08-10,2208,SELL,118.825,833,98981.225
2016-08-10,2780,BUY,39.956798,3010,120269.96198000001
2016-08-10,17211,BUY,123.84351349999999,908,112449.91025799999
2016-08-10,24769,BUY,390.76946300000003,286,111760.066418
2016-08-10,43686,BUY,128.59371,978,125764.64838
2016-08-11,29545,SELL,36.4625,2188,79779.95
2016-08-12,12295,SELL,38.37,2108,80883.95999999999
2016-08-12,20754,SELL,124.93749999999997,655,81834.06249999999
2016-08-16,164,SELL,107.9075,1123,121180.1225
2016-08-16,357,SELL,540.5875000000001,78,42165.825000000004
2016-08-16,842,SELL,267.57500000000005,530,141814.75000000003
2016-08-16,1129,SELL,630.29,238,150009.02
2016-08-16,1223,SELL,286.325,428,122547.09999999999
2016-08-16,2378,SELL,122.35749999999999,1415,173135.8625
2016-08-16,2787,SELL,72.66250000000001,1543,112118.23750000002
2016-08-16,12295,SELL,38.165,7433,283680.445
2016-08-16,12334,SELL,97.015,520,50447.8
2016-08-16,20099,SELL,158.72,586,93009.92
2016-08-16,25267,SELL,259.9375,629,163500.6875
2016-08-16,28009,SELL,112.685,981,110543.985
2016-08-16,29583,SELL,793.4000000000001,42,33322.8
2016-08-16,34697,SELL,175.7125,328,57633.700000000004
2016-08-16,37500,SELL,59.714999999999996,3251,194133.465
2016-08-17,2469,SELL,17.817500000000003,2842,50637.33500000001
2016-08-17,2780,SELL,35.775,3010,107682.75
2016-08-18,1149,BUY,46.795075600000004,2248,105195.3299488
2016-08-18,3304,BUY,46.7624885,2257,105542.93654450001
2016-08-18,12334,BUY,100.19530570000002,1309,131155.65516130003
2016-08-18,14801,BUY,143.2854787,567,81242.8664229
2016-08-18,28049,BUY,368.4974335,261,96177.8301435
2016-08-22,519,SELL,593.875,203,120556.625
2016-08-23,164,BUY,109.4375,1628,178164.25
2016-08-23,357,BUY,553.1875,164,90722.75
2016-08-23,842,BUY,264.4375,594,157075.875
2016-08-23,1129,BUY,635.845,246,156417.87
2016-08-23,1223,BUY,290.045,673,195200.285
2016-08-23,2378,BUY,123.0175,1080,132858.9
2016-08-23,12295,SELL,42.3425,6867,290765.9475
2016-08-23,12334,BUY,97.5,473,46117.5
2016-08-23,20099,BUY,168.585,160,26973.600000000002
2016-08-23,25267,BUY,268.565,499,134013.935
2016-08-23,28009,BUY,112.87,1158,130703.46
2016-08-23,29583,SELL,757.0500000000001,1719,1301368.9500000002
2016-08-23,34697,SELL,182.1375,8079,1471488.8624999998
2016-08-23,37500,BUY,59.77500000000001,7253,433548.07500000007
2016-08-23,38925,BUY,1477.2624999999998,1127,1664874.8375
2016-08-23,45144,BUY,317.3375,4543,1441664.2625
2016-08-24,24769,SELL,336.3375,286,96192.525
2016-08-24,25242,SELL,85.8125,1821,156264.5625
2016-08-24,43814,SELL,71.125,2111,150144.875
2016-08-25,213,BUY,160.6418695,779,125140.0163405
2016-08-25,252,BUY,156.042075,758,118279.89285
2016-08-25,265,BUY,264.8704555,391,103564.34810049999
2016-08-25,270,BUY,145.739538,659,96042.355542
2016-08-25,444,BUY,45.3612432,2066,93716.3284512
2016-08-25,2469,BUY,22.159228000000006,3677,81479.48135600002
2016-08-25,3722,SELL,101.79499999999999,1891,192494.34499999997
2016-08-25,8039,BUY,92.69275259999999,1029,95380.8424254
2016-08-26,6083,SELL,82.9125,1077,89296.7625
2016-08-29,412,SELL,981.2625,200,196252.5
2016-08-29,28364,SELL,690.5375,167,115319.7625
2016-08-30,164,SELL,111.76499999999999,713,79688.44499999999
2016-08-30,357,SELL,568.925,209,118905.325
2016-08-30,842,SELL,261.725,103,26957.675000000003
2016-08-30,1129,BUY,636.265,80,50901.2
2016-08-30,1223,SELL,299.3425,383,114648.17749999999
2016-08-30,2378,SELL,130.5525,2345,306145.61250000005
2016-08-30,12295,SELL,41.4075,347,14368.4025
2016-08-30,12334,SELL,96.935,626,60681.310000000005
2016-08-30,19611,BUY,132.8775,12405,1648345.3875
2016-08-30,20099,SELL,170.7,391,66743.7
2016-08-30,25267,SELL,270.65749999999997,155,41951.9125
2016-08-30,28009,SELL,114.24000000000001,30,3427.2000000000003
2016-08-30,28049,SELL,333.7875,261,87118.5375
2016-08-30,37500,SELL,58.252500000000005,44206,2575110.015
2016-08-30,38925,SELL,1533.1875,94,144119.625
2016-08-30,45144,SELL,317.725,47,14933.075
2016-08-31,12334,SELL,96.5425,1309,126374.1325
2016-09-01,420,BUY,22.2945898,5247,116979.7126806
2016-09-01,435,BUY,25.8766641,5039,130392.5103999
2016-09-01,13240,BUY,37.5378325,3244,121772.72863
2016-09-01,24769,BUY,370.0515875,135,49956.9643125
2016-09-01,25242,BUY,94.67805900000002,1020,96571.62018000001
2016-09-01,28229,BUY,60.100639199999996,1737,104394.8102904
2016-09-06,25242,SELL,62.612500000000004,1020,63864.75000000001
2016-09-07,164,SELL,107.25750000000001,638,68430.285
2016-09-07,171,BUY,427.92499999999995,3761,1609425.9249999998
2016-09-07,357,SELL,568.7249999999999,135,76777.87499999999
2016-09-07,842,SELL,262.625,458,120282.25
2016-09-07,1129,SELL,662.5025,386,255725.96500000003
2016-09-07,1223,SELL,331.115,1548,512566.02
2016-09-07,1252,BUY,94.625,17487,1654707.375
2016-09-07,2378,SELL,129.8075,902,117086.365
2016-09-07,12295,SELL,50.8625,39835,2026107.6875
2016-09-07,12334,SELL,94.655,829,78468.995
2016-09-07,19611,SELL,130.65500000000003,988,129087.14000000003
